POINT,ミーゼス応力,最大主応力(σ1),中間主応力(σ2),最小主応力(σ3),トレスカ応力,最大主歪み
1,2.05E+00,1.96E+00,0.00E+00,-5.84E-02,2.28E+00,4.06E-05
2,1.17E+00,1.16E+00,0.00E+00,7.06E-02,1.26E+00,6.93E-07
3,8.77E-01,5.82E-01,0.00E+00,-2.90E-01,9.39E-01,1.72E-05
4,1.74E+00,-4.22E-01,0.00E+00,-1.90E+00,1.90E+00,4.85E-06
5,1.26E+00,1.23E+00,0.00E+00,6.02E-01,1.42E+00,1.19E-06
6,1.75E+00,1.03E-01,0.00E+00,-1.58E+00,1.83E+00,1.51E-05
7,7.32E-01,7.45E-01,0.00E+00,3.55E-02,7.56E-01,-2.56E-06
8,5.91E-01,6.55E-01,0.00E+00,1.62E-01,6.55E-01,1.78E-05
9,6.83E-01,-1.66E-01,0.00E+00,-7.46E-01,7.46E-01,2.31E-07
10,8.76E-01,-4.88E-01,0.00E+00,-1.01E+00,1.01E+00,-1.24E-05
11,7.77E-01,-4.48E-01,0.00E+00,-8.32E-01,8.91E-01,-1.12E-05
12,2.72E-01,1.37E-01,0.00E+00,-1.74E-01,3.11E-01,6.15E-06
13,2.76E-01,1.28E-01,0.00E+00,-1.64E-01,3.11E-01,5.50E-07
14,5.77E-01,5.12E-01,0.00E+00,-6.57E-02,5.91E-01,-6.07E-06
15,3.53E-01,2.12E-01,0.00E+00,-1.84E-01,3.96E-01,4.77E-06
16,2.33E-01,6.76E-03,0.00E+00,-2.00E-01,2.58E-01,1.32E-06
17,3.48E-01,2.00E-01,0.00E+00,-2.00E-01,4.01E-01,4.11E-06
18,2.40E-01,1.90E-01,0.00E+00,-4.22E-02,2.62E-01,3.32E-06
19,1.39E+00,1.19E+00,0.00E+00,-2.12E-01,1.51E+00,1.12E-05
20,1.23E+00,2.75E-01,0.00E+00,-9.31E-01,1.35E+00,7.88E-06
21,1.24E+00,8.84E-01,0.00E+00,-3.81E-01,1.40E+00,1.12E-05
22,3.26E-01,1.83E-01,0.00E+00,-1.75E-01,3.73E-01,3.73E-06
23,4.64E-01,1.52E-01,0.00E+00,-3.60E-01,5.13E-01,5.12E-06
24,1.37E+00,2.63E-01,0.00E+00,-1.11E+00,1.53E+00,9.70E-06
25,2.81E-01,9.27E-02,0.00E+00,-2.12E-01,3.19E-01,3.96E-06
26,1.90E-01,1.27E-01,0.00E+00,-6.40E-02,2.07E-01,2.38E-06
27,2.67E+00,1.22E+00,0.00E+00,-1.26E+00,2.88E+00,3.12E-05
28,5.26E+00,5.27E+00,0.00E+00,7.59E-01,5.86E+00,7.25E-05
29,4.58E+00,5.03E+00,0.00E+00,1.54E+00,5.03E+00,6.31E-05
30,3.09E+00,2.72E+00,0.00E+00,-9.76E-02,3.31E+00,4.44E-05
31,3.18E+00,6.83E-01,0.00E+00,-2.43E+00,3.54E+00,4.39E-05
32,5.00E+00,1.21E+00,0.00E+00,-4.08E+00,5.44E+00,2.22E-05
33,5.64E+00,1.95E+00,0.00E+00,-4.30E+00,6.25E+00,4.68E-05
34,2.72E+00,1.80E+00,0.00E+00,-9.27E-01,3.07E+00,4.97E-05
35,4.13E+00,4.59E+00,0.00E+00,1.36E+00,4.59E+00,1.07E-04
36,3.24E+00,1.23E+00,0.00E+00,-1.99E+00,3.61E+00,-3.17E-06
37,3.42E+00,-7.39E-02,0.00E+00,-3.01E+00,3.90E+00,3.13E-06
38,2.88E+00,2.23E+00,0.00E+00,-7.07E-01,3.30E+00,8.50E-05
39,7.26E-02,-2.54E-02,0.00E+00,-7.92E-02,8.22E-02,1.02E-06
40,1.68E-01,8.85E-02,0.00E+00,-1.04E-01,1.92E-01,1.71E-06
41,2.70E-01,-6.67E-02,0.00E+00,-2.76E-01,3.03E-01,-2.13E-07
42,1.82E-01,1.64E-01,0.00E+00,-1.94E-02,1.98E-01,2.34E-06
43,2.76E-01,2.78E-01,0.00E+00,4.15E-02,3.05E-01,3.60E-06
44,1.55E-01,1.11E-01,0.00E+00,-6.47E-02,1.75E-01,2.00E-06
45,6.50E-01,4.03E-01,0.00E+00,-3.02E-01,7.26E-01,9.16E-06
46,1.69E-01,1.35E-01,0.00E+00,-4.83E-02,1.84E-01,2.03E-06
47,2.02E-01,6.09E-02,0.00E+00,-1.63E-01,2.24E-01,1.15E-06
48,1.03E-01,9.43E-02,0.00E+00,1.94E-03,1.14E-01,1.39E-06
49,2.02E-01,4.71E-02,0.00E+00,-1.54E-01,2.22E-01,-5.79E-07
50,1.93E-01,1.45E-01,0.00E+00,-5.92E-02,2.04E-01,1.45E-06
51,2.41E-01,6.27E-02,0.00E+00,-9.11E-02,2.66E-01,1.63E-06
52,1.70E-01,9.70E-02,0.00E+00,-9.49E-02,1.92E-01,2.36E-06
53,2.23E-01,9.21E-02,0.00E+00,-1.29E-01,2.40E-01,7.82E-07
54,4.07E+00,3.32E+00,0.00E+00,-1.08E+00,4.39E+00,5.84E-05
55,4.10E+00,1.14E+00,0.00E+00,-3.31E+00,4.45E+00,4.09E-05
56,3.60E+00,3.08E+00,0.00E+00,-7.92E-01,3.87E+00,5.87E-05
57,3.65E+00,8.59E-01,0.00E+00,-3.09E+00,3.95E+00,2.51E-05
58,2.74E+00,2.46E+00,0.00E+00,-4.05E-01,2.92E+00,3.47E-05
59,3.37E+00,1.03E+00,0.00E+00,-2.70E+00,3.73E+00,2.51E-05
60,3.52E+00,3.50E+00,0.00E+00,9.00E-03,3.82E+00,5.81E-05
61,3.84E+00,8.45E-01,0.00E+00,-2.64E+00,4.24E+00,3.50E-05
62,7.23E-01,4.63E-01,0.00E+00,-3.57E-01,8.20E-01,1.02E-05
63,1.49E+00,4.41E-01,0.00E+00,-1.22E+00,1.66E+00,1.36E-05
64,6.09E-01,3.92E-01,0.00E+00,-3.00E-01,6.92E-01,7.21E-06
65,9.15E-01,5.16E-01,0.00E+00,-5.01E-01,1.02E+00,9.36E-06
66,8.18E-01,5.77E-01,0.00E+00,-3.34E-01,9.11E-01,8.31E-06
67,1.54E+00,1.48E+00,0.00E+00,-6.23E-02,1.66E+00,2.31E-05
68,8.51E-01,5.97E-01,0.00E+00,-3.58E-01,9.55E-01,9.05E-06
69,1.68E+00,1.73E+00,0.00E+00,1.02E-01,1.76E+00,2.61E-05
70,1.40E+00,7.49E-01,0.00E+00,-7.70E-01,1.52E+00,1.44E-05
71,7.14E-01,3.57E-01,0.00E+00,-4.48E-01,8.05E-01,8.07E-06
72,9.64E-01,3.66E-01,0.00E+00,-6.99E-01,1.09E+00,1.01E-05
73,1.60E+00,2.45E-01,0.00E+00,-1.45E+00,1.73E+00,1.14E-05
74,1.17E+00,6.71E-02,0.00E+00,-1.09E+00,1.26E+00,6.97E-06
75,4.15E-01,2.29E-01,0.00E+00,-2.12E-01,4.43E-01,8.91E-06
76,3.19E-01,3.15E-01,0.00E+00,3.14E-03,3.41E-01,1.01E-05
77,2.70E-01,1.12E-01,0.00E+00,-1.27E-01,3.09E-01,7.15E-06
78,3.69E-01,-2.55E-02,0.00E+00,-3.75E-01,3.96E-01,3.60E-06
79,4.22E-01,1.73E-01,0.00E+00,-2.74E-01,4.60E-01,6.90E-06
80,5.08E-01,2.88E-01,0.00E+00,-2.31E-01,5.54E-01,9.25E-06
81,4.43E-01,1.58E-01,0.00E+00,-2.95E-01,4.98E-01,4.66E-06
82,7.45E-01,3.16E-01,0.00E+00,-4.88E-01,8.11E-01,9.70E-06
83,2.60E-01,2.65E-01,0.00E+00,1.07E-02,2.65E-01,6.73E-06
84,3.03E-01,1.53E-01,0.00E+00,-1.55E-01,3.16E-01,8.26E-06
85,4.04E-01,-6.52E-02,0.00E+00,-4.32E-01,4.32E-01,1.51E-06
86,1.62E-01,6.34E-02,0.00E+00,-6.41E-02,1.80E-01,1.60E-06
87,5.18E-01,4.02E-01,0.00E+00,-1.69E-01,5.71E-01,7.70E-06
88,3.64E-01,2.05E-01,0.00E+00,-2.08E-01,4.13E-01,6.59E-06
89,5.44E-01,3.27E-01,0.00E+00,-2.42E-01,6.02E-01,7.90E-06
90,4.67E-01,2.58E-01,0.00E+00,-2.66E-01,5.24E-01,6.08E-06
91,5.12E+00,9.55E-01,0.00E+00,-2.63E+00,5.57E+00,2.92E-05
92,4.78E+00,2.19E+00,0.00E+00,-2.08E+00,5.24E+00,6.48E-05
93,3.93E+00,4.43E+00,0.00E+00,1.48E+00,4.43E+00,4.67E-05
94,2.71E+00,2.97E+00,0.00E+00,1.60E+00,3.04E+00,3.89E-05
95,1.17E+00,1.19E+00,0.00E+00,2.04E-01,1.26E+00,1.93E-05
96,1.04E+00,9.44E-01,0.00E+00,-6.13E-02,1.16E+00,2.01E-05
97,8.67E-01,5.73E-01,0.00E+00,-3.79E-01,9.62E-01,4.69E-06
98,6.35E-01,3.29E-01,0.00E+00,-3.09E-01,7.00E-01,2.87E-06
99,1.01E+00,9.50E-01,0.00E+00,2.24E-02,1.13E+00,2.03E-05
100,1.37E+00,1.45E+00,0.00E+00,2.99E-01,1.48E+00,2.30E-05
101,2.98E+00,3.12E+00,0.00E+00,1.42E+00,3.26E+00,5.54E-05
102,4.28E+00,3.64E+00,0.00E+00,-4.09E-01,4.77E+00,4.09E-05
103,4.98E+00,2.09E+00,0.00E+00,-2.42E+00,5.50E+00,4.80E-05
104,5.81E+00,5.11E+00,0.00E+00,2.09E+00,6.59E+00,9.76E-05
105,2.99E+00,2.96E+00,0.00E+00,6.70E-01,3.29E+00,2.11E-05
106,3.01E+00,3.17E+00,0.00E+00,7.05E-01,3.34E+00,1.77E-05
107,2.65E+00,2.47E+00,0.00E+00,2.06E-01,2.94E+00,3.79E-05
108,2.45E+00,-7.24E-01,0.00E+00,-2.36E+00,2.82E+00,2.39E-05
109,6.86E-01,3.24E-01,0.00E+00,-4.00E-01,7.43E-01,7.92E-06
110,5.67E-01,3.50E-01,0.00E+00,-2.45E-01,6.20E-01,6.15E-06
111,5.62E-01,3.56E-01,0.00E+00,-2.53E-01,6.33E-01,9.15E-06
112,3.85E-01,2.44E-01,0.00E+00,-1.93E-01,4.37E-01,9.53E-06
113,5.58E-01,3.41E-01,0.00E+00,-2.32E-01,6.36E-01,8.89E-06
114,8.99E-01,5.66E-01,0.00E+00,-4.07E-01,9.73E-01,8.72E-06
115,2.45E+00,-4.25E-01,0.00E+00,-2.22E+00,2.72E+00,-1.46E-06
116,2.82E+00,8.12E-01,0.00E+00,-2.23E+00,3.05E+00,2.66E-05
117,2.92E+00,1.80E+00,0.00E+00,-1.37E+00,3.25E+00,3.62E-05
118,3.34E+00,3.55E+00,0.00E+00,1.14E+00,3.78E+00,2.79E-05
119,8.81E-01,5.54E-01,0.00E+00,-4.14E-01,9.89E-01,1.57E-05
120,2.55E+00,2.88E+00,0.00E+00,1.75E+00,2.88E+00,5.73E-05
121,3.26E+00,-6.06E-01,0.00E+00,-2.84E+00,3.66E+00,3.76E-05
122,2.33E+00,-6.24E-02,0.00E+00,-1.87E+00,2.59E+00,2.30E-05
123,2.25E+00,-4.22E-01,0.00E+00,-2.39E+00,2.44E+00,1.34E-05
124,2.37E+00,-1.00E+00,0.00E+00,-2.62E+00,2.72E+00,-7.20E-06
125,5.37E-01,4.26E-02,0.00E+00,-4.67E-01,5.88E-01,1.64E-06
126,3.40E-01,4.89E-02,0.00E+00,-2.53E-01,3.86E-01,3.47E-06
127,3.32E-01,2.77E-01,0.00E+00,-5.52E-02,3.77E-01,5.95E-06
128,5.27E-01,3.76E-01,0.00E+00,-1.71E-01,5.84E-01,4.76E-06
129,5.61E-01,2.35E-01,0.00E+00,-3.55E-01,5.97E-01,4.67E-06
130,6.81E-01,1.11E-01,0.00E+00,-5.54E-01,7.49E-01,5.82E-06
131,3.06E+00,-9.36E-01,0.00E+00,-3.09E+00,3.44E+00,2.26E-05
132,3.23E+00,2.12E+00,0.00E+00,-1.39E+00,3.60E+00,4.02E-05
133,3.48E+00,4.20E-01,0.00E+00,-2.72E+00,3.81E+00,1.90E-05
134,2.59E+00,-7.43E-01,0.00E+00,-2.55E+00,2.81E+00,3.41E-05
135,7.46E+00,-4.60E+00,0.00E+00,-8.53E+00,8.53E+00,-5.25E-05
136,6.80E+00,-2.52E+00,0.00E+00,-7.54E+00,7.71E+00,-7.16E-06
137,4.62E+00,-5.80E-02,0.00E+00,-4.41E+00,5.04E+00,-9.40E-06
138,3.16E+00,1.37E+00,0.00E+00,-2.06E+00,3.57E+00,6.03E-05
139,1.01E+00,-1.47E-01,0.00E+00,-9.97E-01,1.08E+00,6.21E-06
140,1.29E+00,-5.77E-01,0.00E+00,-1.43E+00,1.47E+00,6.96E-06
141,1.13E+00,-4.12E-02,0.00E+00,-9.35E-01,1.29E+00,1.10E-05
142,1.32E+00,1.21E-02,0.00E+00,-1.12E+00,1.51E+00,1.10E-05
143,1.32E+00,-5.09E-01,0.00E+00,-1.44E+00,1.50E+00,7.00E-06
144,1.05E+00,-9.78E-02,0.00E+00,-1.03E+00,1.14E+00,5.15E-06
145,3.40E+00,1.55E+00,0.00E+00,-2.16E+00,3.75E+00,2.65E-05
146,5.38E+00,5.78E-01,0.00E+00,-4.47E+00,5.99E+00,5.62E-06
147,7.54E+00,-2.72E+00,0.00E+00,-7.78E+00,8.63E+00,1.89E-05
148,6.70E+00,-3.88E+00,0.00E+00,-7.60E+00,7.60E+00,-4.89E-05
149,9.14E-01,5.05E-01,0.00E+00,-4.97E-01,1.04E+00,1.44E-05
150,2.55E+00,-1.75E+00,0.00E+00,-2.87E+00,2.87E+00,-2.01E-05
151,1.22E+00,1.12E+00,0.00E+00,-1.42E-01,1.34E+00,3.79E-05
152,3.43E+00,3.69E+00,0.00E+00,7.20E-01,3.69E+00,5.92E-05
153,1.18E+00,6.72E-01,0.00E+00,-5.22E-01,1.28E+00,2.15E-05
154,1.48E+00,1.25E+00,0.00E+00,-3.74E-01,1.62E+00,4.20E-05
155,2.91E+00,2.86E+00,0.00E+00,-5.29E-02,3.04E+00,4.95E-05
156,1.60E+00,1.36E+00,0.00E+00,-3.78E-01,1.74E+00,4.46E-05
157,1.13E+00,1.09E-01,0.00E+00,-1.07E+00,1.18E+00,1.78E-05
158,2.82E+00,2.04E+00,0.00E+00,7.72E-01,3.05E+00,3.19E-05
159,1.46E+00,-3.29E-03,0.00E+00,-1.44E+00,1.54E+00,1.72E-05
160,1.24E+00,1.37E-01,0.00E+00,-1.13E+00,1.35E+00,1.83E-06
161,3.33E+00,-1.50E-02,0.00E+00,-2.19E+00,3.65E+00,1.00E-05
162,1.01E+00,8.98E-01,0.00E+00,-6.39E-03,1.12E+00,2.86E-05
163,2.58E-01,1.12E-01,0.00E+00,-1.07E-01,2.91E-01,1.72E-06
164,7.76E-01,-3.31E-01,0.00E+00,-6.97E-01,8.57E-01,-1.59E-06
165,3.15E-01,3.36E-01,0.00E+00,1.03E-01,3.50E-01,4.06E-06
166,3.17E-01,3.59E-01,0.00E+00,1.60E-01,3.59E-01,4.45E-06
167,8.58E-01,2.57E-01,0.00E+00,-5.18E-01,9.71E-01,6.74E-06
168,3.28E-01,3.41E-01,0.00E+00,1.33E-01,3.61E-01,4.12E-06
169,3.42E-01,2.60E-01,0.00E+00,-9.12E-02,3.91E-01,4.41E-06
170,3.80E-01,1.57E-01,0.00E+00,-2.75E-01,4.32E-01,3.29E-06
171,2.40E-01,2.58E-02,0.00E+00,-1.95E-01,2.62E-01,4.82E-07
172,9.28E-01,1.01E+00,0.00E+00,7.71E-01,1.01E+00,1.28E-05
173,3.59E-01,-4.42E-02,0.00E+00,-3.67E-01,3.96E-01,1.32E-06
174,3.26E-01,5.69E-02,0.00E+00,-2.66E-01,3.71E-01,2.67E-06
175,1.05E+00,1.19E+00,0.00E+00,7.75E-01,1.19E+00,1.28E-05
176,3.55E-01,1.28E-01,0.00E+00,-2.71E-01,3.99E-01,4.46E-06
177,4.59E-01,1.15E-01,0.00E+00,-2.68E-01,5.20E-01,2.88E-06
178,5.20E-01,4.93E-01,0.00E+00,1.39E-02,5.67E-01,6.98E-06
1485,1.28E+00,1.07E+00,0.00E+00,-3.49E-01,1.41E+00,4.11E-05
1486,1.16E+00,8.98E-03,0.00E+00,-1.15E+00,1.20E+00,1.46E-05
1487,1.34E+00,-1.57E-01,0.00E+00,-1.41E+00,1.41E+00,1.26E-05
1488,1.40E+00,1.16E+00,0.00E+00,-3.85E-01,1.55E+00,3.90E-05
1489,3.12E+00,2.83E+00,0.00E+00,-4.75E-01,3.39E+00,4.85E-05
1490,2.03E+00,1.60E+00,0.00E+00,-5.06E-01,2.23E+00,2.81E-05
1491,1.86E+00,1.10E+00,0.00E+00,-6.74E-01,2.03E+00,2.16E-05
1492,2.42E+00,1.38E+00,0.00E+00,-1.15E+00,2.66E+00,2.59E-05
1493,2.60E+00,1.97E+00,0.00E+00,-8.04E-01,2.77E+00,3.40E-05
1494,2.75E+00,2.77E+00,0.00E+00,1.40E-01,2.88E+00,3.96E-05
1495,2.37E+00,2.44E+00,0.00E+00,2.72E-01,2.57E+00,2.15E-05
1496,1.53E+00,1.63E+00,0.00E+00,3.28E-01,1.68E+00,1.01E-05
1497,1.56E+00,1.38E+00,0.00E+00,-8.46E-02,1.75E+00,1.55E-05
1498,2.42E+00,2.04E+00,0.00E+00,-3.98E-01,2.63E+00,4.73E-05
1499,3.33E+00,2.77E+00,0.00E+00,-7.76E-01,3.57E+00,6.19E-05
1500,2.82E+00,2.62E+00,0.00E+00,-3.10E-01,2.95E+00,4.63E-05
1501,2.54E+00,2.71E+00,0.00E+00,4.69E-01,2.75E+00,4.23E-05
1502,1.89E+00,2.11E+00,0.00E+00,7.09E-01,2.11E+00,2.80E-05
1503,2.15E+00,2.24E+00,0.00E+00,4.48E-01,2.36E+00,2.98E-05
1504,2.75E+00,2.55E+00,0.00E+00,-2.90E-01,2.97E+00,4.80E-05
1505,3.13E+00,-4.68E-02,0.00E+00,-3.13E+00,3.31E+00,1.79E-05
1506,2.06E+00,6.21E-01,0.00E+00,-1.61E+00,2.23E+00,1.82E-05
1507,1.82E+00,9.29E-01,0.00E+00,-1.08E+00,2.01E+00,2.56E-05
1508,2.18E+00,1.50E+00,0.00E+00,-8.95E-01,2.39E+00,3.23E-05
1509,2.08E+00,1.27E+00,0.00E+00,-9.47E-01,2.26E+00,1.91E-05
1510,1.77E+00,1.09E+00,0.00E+00,-1.15E-01,1.97E+00,2.71E-05
1511,1.95E+00,1.22E+00,0.00E+00,2.70E-01,2.19E+00,2.77E-05
1512,1.54E+00,9.01E-01,0.00E+00,3.50E-02,1.73E+00,1.52E-05
1513,1.54E+00,1.21E+00,0.00E+00,4.14E-01,1.75E+00,1.45E-05
1514,1.92E+00,1.23E+00,0.00E+00,2.93E-01,2.16E+00,2.73E-05
1515,1.77E+00,1.11E+00,0.00E+00,-1.20E-01,1.97E+00,2.75E-05
1516,2.13E+00,1.32E+00,0.00E+00,-9.56E-01,2.31E+00,1.99E-05
1517,2.18E+00,1.54E+00,0.00E+00,-8.59E-01,2.40E+00,3.33E-05
1518,1.83E+00,1.07E+00,0.00E+00,-9.31E-01,2.00E+00,2.21E-05
1519,2.05E+00,6.30E-01,0.00E+00,-1.58E+00,2.21E+00,1.80E-05
1520,3.06E+00,1.23E-01,0.00E+00,-2.98E+00,3.16E+00,1.96E-05
1521,1.44E+00,-5.47E-01,0.00E+00,-1.64E+00,1.64E+00,6.47E-08
1522,1.30E+00,-4.02E-01,0.00E+00,-1.45E+00,1.45E+00,-1.54E-06
1523,4.39E-01,4.57E-01,0.00E+00,5.79E-02,4.81E-01,2.66E-05
1524,3.90E-01,4.26E-01,0.00E+00,8.73E-02,4.26E-01,2.77E-05
1525,1.51E+00,-8.66E-01,0.00E+00,-1.62E+00,1.65E+00,6.04E-07
1526,1.07E+00,1.19E+00,0.00E+00,3.19E-01,1.19E+00,5.06E-05
1527,1.52E+00,1.73E+00,0.00E+00,5.75E-01,1.73E+00,5.37E-05
1528,7.84E-01,8.77E-01,0.00E+00,2.55E-01,8.77E-01,3.67E-05
1529,7.39E-01,8.31E-01,0.00E+00,2.50E-01,8.31E-01,2.94E-05
1530,3.88E-01,4.23E-01,0.00E+00,8.97E-02,4.23E-01,1.45E-05
1531,1.58E-01,8.02E-02,0.00E+00,-7.94E-02,1.76E-01,3.41E-06
1532,3.87E-01,-8.91E-02,0.00E+00,-4.22E-01,4.22E-01,-2.88E-07
1533,7.46E-01,-2.53E-01,0.00E+00,-8.38E-01,8.38E-01,-2.01E-06
1534,7.87E-01,-2.57E-01,0.00E+00,-8.81E-01,8.81E-01,-2.70E-06
1535,2.42E-01,1.24E-01,0.00E+00,-9.64E-02,2.58E-01,4.41E-06
1536,2.92E-01,3.20E-01,0.00E+00,6.72E-02,3.20E-01,6.60E-06
1537,7.53E-01,7.93E-01,0.00E+00,1.57E-01,8.03E-01,1.45E-05
1538,6.96E-01,7.08E-01,0.00E+00,2.66E-01,7.87E-01,2.34E-05
1539,8.00E-01,7.64E-01,0.00E+00,2.53E-01,8.64E-01,4.44E-06
1540,6.83E-01,5.41E-01,0.00E+00,-1.80E-01,7.45E-01,6.92E-06
1541,4.10E-01,2.20E-01,0.00E+00,-2.34E-01,4.66E-01,5.74E-06
1542,9.71E-01,1.07E+00,0.00E+00,2.75E-01,1.07E+00,1.15E-05
1543,4.66E-01,4.87E-01,0.00E+00,9.95E-02,5.01E-01,9.09E-06
1544,4.17E-01,3.97E-01,0.00E+00,1.48E-02,4.58E-01,8.28E-06
1545,4.32E-01,2.87E-01,0.00E+00,-1.96E-01,4.92E-01,8.12E-06
1546,4.11E-01,2.31E-01,0.00E+00,-2.41E-01,4.72E-01,6.15E-06
1547,8.37E-01,-1.51E-01,0.00E+00,-8.80E-01,9.10E-01,1.67E-06
1548,4.72E-01,-1.25E-01,0.00E+00,-5.01E-01,5.02E-01,-5.86E-07
1549,3.83E-01,1.90E-02,0.00E+00,-3.40E-01,4.29E-01,1.20E-06
1550,4.55E-01,2.36E-01,0.00E+00,-2.82E-01,5.18E-01,4.16E-06
1551,3.96E-01,1.98E-01,0.00E+00,-2.50E-01,4.48E-01,4.54E-06
1552,1.14E+00,4.67E-02,0.00E+00,-9.37E-01,1.31E+00,1.36E-05
1553,1.22E+00,7.05E-01,0.00E+00,-6.34E-01,1.39E+00,2.17E-05
1554,8.33E-01,2.66E-02,0.00E+00,-7.29E-01,9.39E-01,8.72E-07
1555,5.60E-01,2.43E-01,0.00E+00,-3.93E-01,6.37E-01,7.05E-06
1556,5.21E-01,2.67E-01,0.00E+00,-3.29E-01,5.96E-01,7.80E-06
1557,8.20E-01,8.18E-01,0.00E+00,1.00E-01,8.82E-01,2.31E-05
