POINT,ミーゼス応力,最大主応力(σ1),中間主応力(σ2),最小主応力(σ3),トレスカ応力,最大主歪み
2300,3.12E-01,1.34E-01,0.00E+00,-1.97E-01,3.46E-01,3.05E-06
2301,2.66E-01,1.75E-01,0.00E+00,-1.16E-01,3.01E-01,2.95E-06
2302,6.90E-01,7.89E-01,0.00E+00,3.86E-01,7.90E-01,8.40E-06
2303,2.74E-01,1.75E-01,0.00E+00,-1.30E-01,3.07E-01,3.05E-06
2304,1.49E-01,1.03E-01,0.00E+00,-6.23E-02,1.68E-01,1.66E-06
2305,8.38E-01,1.66E-01,0.00E+00,-7.08E-01,9.14E-01,3.37E-06
2306,3.74E-01,1.96E-01,0.00E+00,-2.12E-01,4.10E-01,1.84E-06
2307,1.33E-01,8.83E-02,0.00E+00,-6.29E-02,1.51E-01,1.76E-06
2308,1.24E-01,9.30E-02,0.00E+00,-4.62E-02,1.39E-01,1.64E-06
2309,1.63E-01,9.02E-02,0.00E+00,-9.44E-02,1.85E-01,2.04E-06
2310,1.96E-01,3.88E-02,0.00E+00,-1.72E-01,2.15E-01,1.89E-06
2311,1.94E-01,-2.27E-02,0.00E+00,-2.01E-01,2.09E-01,1.15E-06
2312,1.92E-01,-7.78E-02,0.00E+00,-2.14E-01,2.15E-01,3.58E-07
2313,1.84E-01,-1.20E-01,0.00E+00,-2.10E-01,2.10E-01,-6.62E-07
2314,1.65E-01,8.50E-02,0.00E+00,-1.02E-01,1.87E-01,1.79E-06
2315,1.22E-01,5.82E-02,0.00E+00,-7.92E-02,1.37E-01,1.42E-06
2316,9.05E-02,4.78E-02,0.00E+00,-5.46E-02,1.02E-01,1.17E-06
2317,9.75E-02,5.75E-02,0.00E+00,-5.29E-02,1.10E-01,8.91E-07
2318,8.41E-02,4.52E-02,0.00E+00,-4.89E-02,9.40E-02,7.23E-07
2319,6.67E-02,2.73E-02,0.00E+00,-4.50E-02,7.42E-02,5.31E-07
2320,1.31E-01,8.71E-02,0.00E+00,-6.25E-02,1.50E-01,1.47E-06
2321,7.53E-02,4.50E-02,0.00E+00,-4.07E-02,8.57E-02,7.70E-07
2322,7.83E-02,3.68E-02,0.00E+00,-5.13E-02,8.81E-02,7.15E-07
2323,7.82E-02,3.29E-02,0.00E+00,-5.34E-02,8.63E-02,7.91E-07
2324,4.88E-02,1.19E-02,0.00E+00,-3.79E-02,5.27E-02,3.98E-07
2325,2.67E-01,2.02E-02,0.00E+00,-2.46E-01,2.97E-01,2.67E-06
2326,2.17E-01,-4.19E-02,0.00E+00,-2.33E-01,2.36E-01,1.65E-06
2327,3.06E-01,3.29E-01,0.00E+00,1.59E-01,3.33E-01,5.34E-06
2328,5.34E-01,3.94E-01,0.00E+00,-2.08E-01,6.02E-01,8.04E-06
2329,3.29E-01,3.59E-01,0.00E+00,1.40E-01,3.69E-01,5.86E-06
2330,1.74E-01,3.70E-02,0.00E+00,-1.46E-01,1.90E-01,1.39E-06
2331,1.97E-01,5.05E-02,0.00E+00,-1.59E-01,2.14E-01,1.85E-06
2332,1.92E-01,9.35E-02,0.00E+00,-1.23E-01,2.16E-01,2.27E-06
2333,1.82E-01,1.37E-01,0.00E+00,-6.69E-02,2.03E-01,2.46E-06
2334,1.74E-01,1.73E-01,0.00E+00,1.60E-03,1.86E-01,2.28E-06
2335,1.73E-01,1.89E-01,0.00E+00,5.68E-02,1.90E-01,2.09E-06
2336,1.72E-01,1.91E-01,0.00E+00,1.11E-01,1.91E-01,1.74E-06
2337,1.70E-01,1.89E-01,0.00E+00,1.07E-01,1.89E-01,1.75E-06
2338,1.70E-01,1.86E-01,0.00E+00,5.52E-02,1.86E-01,2.06E-06
2339,1.89E-01,3.88E-02,0.00E+00,-1.21E-01,2.06E-01,1.24E-06
2340,1.91E-01,-2.43E-02,0.00E+00,-2.01E-01,2.01E-01,4.81E-07
2341,1.60E-01,1.48E-02,0.00E+00,-1.51E-01,1.67E-01,6.51E-07
2342,1.52E-01,4.31E-02,0.00E+00,-1.24E-01,1.67E-01,9.71E-07
2343,1.61E-01,5.51E-02,0.00E+00,-1.22E-01,1.77E-01,1.31E-06
2344,1.93E-01,9.92E-02,0.00E+00,-1.21E-01,2.21E-01,1.92E-06
2345,1.55E-01,9.27E-02,0.00E+00,-8.52E-02,1.78E-01,1.54E-06
2346,1.31E-01,7.71E-02,0.00E+00,-7.24E-02,1.50E-01,1.27E-06
2347,1.06E-01,6.00E-02,0.00E+00,-6.09E-02,1.21E-01,9.81E-07
2348,8.39E-02,4.48E-02,0.00E+00,-4.89E-02,9.37E-02,7.15E-07
2349,6.65E-02,2.71E-02,0.00E+00,-4.50E-02,7.41E-02,5.27E-07
2350,1.70E-01,7.43E-02,0.00E+00,-1.20E-01,1.94E-01,1.80E-06
2351,1.43E-01,6.84E-02,0.00E+00,-9.56E-02,1.64E-01,1.52E-06
2352,1.11E-01,5.28E-02,0.00E+00,-7.26E-02,1.25E-01,1.17E-06
2353,7.80E-02,3.25E-02,0.00E+00,-5.35E-02,8.61E-02,7.84E-07
2354,4.88E-02,1.16E-02,0.00E+00,-3.82E-02,5.28E-02,3.95E-07
2355,5.62E-01,2.67E-01,0.00E+00,-3.33E-01,6.09E-01,5.98E-06
2356,7.43E-01,1.98E-01,0.00E+00,-5.87E-01,8.21E-01,8.24E-06
2357,9.82E-01,8.18E-01,0.00E+00,-2.24E-01,1.08E+00,1.66E-05
2358,1.61E-01,-7.03E-03,0.00E+00,-1.54E-01,1.77E-01,7.31E-07
2359,8.40E-01,7.55E-01,0.00E+00,-9.10E-02,9.07E-01,1.25E-05
2360,1.84E+00,6.32E-03,0.00E+00,-1.64E+00,2.12E+00,1.89E-05
2361,1.84E+00,1.67E+00,0.00E+00,3.41E-02,2.11E+00,3.38E-05
2362,2.46E-01,1.24E-01,0.00E+00,-1.58E-01,2.81E-01,2.62E-06
2363,3.37E-01,1.80E-01,0.00E+00,-2.03E-01,3.83E-01,3.76E-06
2364,3.42E-01,2.30E-01,0.00E+00,-1.57E-01,3.87E-01,4.06E-06
2365,1.23E+00,1.18E+00,0.00E+00,1.61E-02,1.35E+00,1.48E-05
2366,2.38E-01,1.07E-01,0.00E+00,-1.61E-01,2.68E-01,2.46E-06
2367,2.98E-01,1.60E-01,0.00E+00,-1.77E-01,3.38E-01,2.97E-06
2368,3.68E-01,1.72E-01,0.00E+00,-2.44E-01,4.16E-01,3.11E-06
2369,5.41E-01,4.15E-02,0.00E+00,-4.94E-01,5.82E-01,4.04E-06
2370,6.91E-01,6.40E-01,0.00E+00,-8.11E-02,7.25E-01,8.86E-06
2371,5.06E-01,3.28E-01,0.00E+00,-2.49E-01,5.77E-01,5.41E-06
2372,5.74E-01,4.51E-01,0.00E+00,-1.87E-01,6.39E-01,6.62E-06
2373,6.94E-01,5.79E-01,0.00E+00,-1.76E-01,7.55E-01,8.38E-06
2374,9.06E-01,5.77E-01,0.00E+00,-3.50E-01,9.65E-01,8.33E-06
2375,8.37E-01,1.28E-01,0.00E+00,-7.53E-01,9.03E-01,7.37E-06
2376,6.59E-01,2.82E-01,0.00E+00,-4.50E-01,7.32E-01,6.22E-06
2377,6.04E-01,2.37E-01,0.00E+00,-4.44E-01,6.81E-01,5.26E-06
2378,3.35E-01,1.99E-01,0.00E+00,-9.54E-02,3.60E-01,2.39E-06
2379,3.56E-01,3.65E-01,0.00E+00,3.23E-02,3.78E-01,6.38E-06
2380,3.75E-01,3.43E-01,0.00E+00,-5.42E-02,3.97E-01,4.91E-06
2381,2.66E-01,2.31E-01,0.00E+00,-5.51E-02,2.87E-01,3.38E-06
2382,1.58E-01,1.39E-01,0.00E+00,-2.93E-02,1.74E-01,2.34E-06
2383,3.57E-01,2.62E-01,0.00E+00,-1.32E-01,3.94E-01,1.39E-06
2384,5.14E-01,-7.50E-02,0.00E+00,-5.41E-01,5.56E-01,2.18E-06
2385,4.76E-01,7.42E-02,0.00E+00,-4.33E-01,5.07E-01,3.20E-06
2386,3.43E-01,8.01E-02,0.00E+00,-2.93E-01,3.75E-01,2.59E-06
2387,2.63E-01,8.26E-02,0.00E+00,-2.04E-01,2.93E-01,2.44E-06
2388,4.02E-01,3.02E-01,0.00E+00,-1.04E-01,4.42E-01,3.86E-06
2389,1.25E+00,1.15E+00,0.00E+00,-7.49E-02,1.39E+00,1.51E-05
2390,4.71E+00,2.15E+00,0.00E+00,-2.19E+00,5.12E+00,4.66E-05
2391,1.72E+00,9.79E-01,0.00E+00,-8.43E-01,1.91E+00,1.50E-05
2392,2.05E+00,-5.26E-01,0.00E+00,-2.15E+00,2.23E+00,-8.40E-07
2393,1.12E+00,-4.96E-02,0.00E+00,-9.71E-01,1.23E+00,1.59E-06
2394,2.86E+00,-1.83E+00,0.00E+00,-3.23E+00,3.23E+00,-1.05E-05
2395,1.90E+00,-1.53E+00,0.00E+00,-2.11E+00,2.11E+00,-1.29E-05
2396,1.84E+00,-2.00E-01,0.00E+00,-1.76E+00,2.03E+00,3.73E-06
2397,3.10E+00,-1.79E+00,0.00E+00,-3.53E+00,3.53E+00,-8.76E-06
2398,2.70E+00,-2.19E+00,0.00E+00,-3.00E+00,3.00E+00,-1.85E-05
2399,3.19E+00,-2.10E+00,0.00E+00,-3.64E+00,3.64E+00,-1.15E-05
2400,3.02E+00,-1.76E+00,0.00E+00,-3.49E+00,3.49E+00,-6.88E-06
2401,2.67E+00,-1.26E+00,0.00E+00,-3.07E+00,3.07E+00,-1.90E-06
2402,2.27E+00,-8.29E-01,0.00E+00,-2.57E+00,2.57E+00,1.26E-06
2403,1.89E+00,-5.36E-01,0.00E+00,-2.10E+00,2.10E+00,2.85E-06
2404,1.54E+00,-3.57E-01,0.00E+00,-1.69E+00,1.69E+00,3.25E-06
2405,1.22E+00,-2.61E-01,0.00E+00,-1.32E+00,1.32E+00,2.71E-06
2406,8.99E-01,-1.93E-01,0.00E+00,-9.77E-01,9.77E-01,1.78E-06
2407,5.52E-01,-8.61E-02,0.00E+00,-5.74E-01,6.03E-01,1.08E-06
2408,5.38E-01,1.58E-01,0.00E+00,-4.32E-01,5.92E-01,4.18E-06
2409,3.64E-01,1.66E-01,0.00E+00,-2.22E-01,4.09E-01,2.68E-06
2410,4.63E-01,2.33E-01,0.00E+00,-2.80E-01,5.13E-01,4.63E-06
2411,6.14E-01,5.29E-02,0.00E+00,-5.83E-01,6.42E-01,3.36E-06
2412,6.65E-01,-9.38E-02,0.00E+00,-6.96E-01,7.08E-01,1.50E-06
2413,3.38E+00,-2.07E+00,0.00E+00,-3.88E+00,3.88E+00,-9.74E-06
2414,4.42E-01,-4.01E-02,0.00E+00,-4.44E-01,4.78E-01,9.38E-07
2415,2.92E+00,-1.96E+00,0.00E+00,-3.34E+00,3.34E+00,-1.17E-05
2416,3.20E+00,-1.80E+00,0.00E+00,-3.69E+00,3.69E+00,-5.73E-06
2417,1.02E+00,-2.09E-01,0.00E+00,-1.11E+00,1.11E+00,2.48E-06
2418,2.86E+00,-1.51E+00,0.00E+00,-3.29E+00,3.29E+00,-4.55E-06
2419,2.38E+00,-9.42E-01,0.00E+00,-2.70E+00,2.70E+00,2.79E-07
2420,2.00E+00,-6.10E-01,0.00E+00,-2.24E+00,2.24E+00,2.52E-06
2421,1.66E+00,-3.93E-01,0.00E+00,-1.82E+00,1.82E+00,3.45E-06
2422,1.34E+00,-2.78E-01,0.00E+00,-1.46E+00,1.46E+00,3.28E-06
2423,1.14E+00,-3.76E-01,0.00E+00,-1.25E+00,1.25E+00,2.19E-06
2424,1.17E+00,-5.27E-01,0.00E+00,-1.33E+00,1.33E+00,2.60E-06
2425,6.66E+00,-2.46E+00,0.00E+00,-7.15E+00,7.47E+00,1.18E-05
2426,1.32E+00,7.23E-01,0.00E+00,-4.94E-01,1.41E+00,8.65E-06
2427,2.06E+00,-9.22E-01,0.00E+00,-2.31E+00,2.31E+00,-7.52E-06
2428,1.23E+00,3.86E-02,0.00E+00,-1.00E+00,1.37E+00,2.39E-06
2429,3.31E+00,-2.20E+00,0.00E+00,-3.80E+00,3.80E+00,-1.47E-05
2430,2.28E+00,-1.61E+00,0.00E+00,-2.60E+00,2.60E+00,-1.33E-05
2431,1.84E+00,-4.09E-01,0.00E+00,-1.77E+00,2.08E+00,-1.23E-06
2432,3.58E+00,-2.23E+00,0.00E+00,-4.12E+00,4.12E+00,-1.36E-05
2433,3.26E+00,-2.36E+00,0.00E+00,-3.72E+00,3.72E+00,-1.70E-05
2434,3.76E+00,-2.37E+00,0.00E+00,-4.32E+00,4.32E+00,-1.29E-05
2435,3.54E+00,-2.06E+00,0.00E+00,-4.08E+00,4.08E+00,-9.21E-06
2436,3.08E+00,-1.75E+00,0.00E+00,-3.56E+00,3.56E+00,-7.42E-06
2437,2.54E+00,-1.49E+00,0.00E+00,-2.94E+00,2.94E+00,-6.95E-06
2438,2.07E+00,-1.29E+00,0.00E+00,-2.39E+00,2.39E+00,-6.84E-06
2439,1.68E+00,-1.12E+00,0.00E+00,-1.93E+00,1.93E+00,-6.62E-06
2440,1.33E+00,-9.37E-01,0.00E+00,-1.52E+00,1.52E+00,-6.04E-06
2441,9.87E-01,-7.08E-01,0.00E+00,-1.13E+00,1.13E+00,-4.77E-06
2442,5.53E-01,-3.37E-01,0.00E+00,-6.32E-01,6.32E-01,-2.22E-06
2443,3.38E-01,-1.52E-02,0.00E+00,-2.92E-01,3.83E-01,6.03E-07
2444,3.37E-01,1.34E-01,0.00E+00,-1.50E-01,3.79E-01,1.74E-06
2445,3.40E-01,1.23E-01,0.00E+00,-1.99E-01,3.66E-01,2.34E-06
2446,4.91E-01,-2.73E-01,0.00E+00,-5.60E-01,5.60E-01,-1.64E-06
2447,6.78E-01,-4.82E-01,0.00E+00,-7.75E-01,7.75E-01,-3.78E-06
2448,3.95E+00,-2.36E+00,0.00E+00,-4.55E+00,4.55E+00,-1.18E-05
2449,4.43E-01,-2.33E-01,0.00E+00,-4.99E-01,4.99E-01,-1.61E-06
2450,3.47E+00,-2.23E+00,0.00E+00,-3.99E+00,3.99E+00,-1.31E-05
2451,3.73E+00,-2.05E+00,0.00E+00,-4.30E+00,4.30E+00,-7.57E-06
2452,1.11E+00,-8.00E-01,0.00E+00,-1.27E+00,1.27E+00,-5.17E-06
2453,3.31E+00,-1.90E+00,0.00E+00,-3.82E+00,3.82E+00,-8.42E-06
2454,2.69E+00,-1.55E+00,0.00E+00,-3.10E+00,3.10E+00,-7.15E-06
2455,2.21E+00,-1.34E+00,0.00E+00,-2.55E+00,2.55E+00,-6.78E-06
2456,1.79E+00,-1.17E+00,0.00E+00,-2.07E+00,2.07E+00,-6.57E-06
2457,1.45E+00,-1.00E+00,0.00E+00,-1.66E+00,1.66E+00,-6.15E-06
2458,1.53E+00,1.40E+00,0.00E+00,-1.52E-01,1.67E+00,1.48E-05
2459,1.22E+00,1.20E+00,0.00E+00,9.43E-02,1.36E+00,1.37E-05
2460,8.98E-01,8.72E-01,0.00E+00,3.53E-02,9.99E-01,1.24E-05
2461,6.00E-01,4.66E-01,0.00E+00,-1.74E-01,6.70E-01,9.49E-06
2462,5.99E-01,1.77E-01,0.00E+00,-4.63E-01,6.68E-01,7.23E-06
2463,8.95E-01,-3.51E-02,0.00E+00,-8.69E-01,9.96E-01,6.02E-06
2464,1.22E+00,-9.63E-02,0.00E+00,-1.20E+00,1.35E+00,6.00E-06
2465,1.54E+00,1.49E-01,0.00E+00,-1.40E+00,1.68E+00,9.91E-06
2466,1.22E+00,4.61E-01,0.00E+00,-8.63E-01,1.35E+00,7.61E-06
2467,7.12E-01,6.37E-02,0.00E+00,-6.17E-01,8.09E-01,2.86E-06
2468,5.56E-01,1.69E-01,0.00E+00,-4.05E-01,6.38E-01,5.92E-06
2469,5.16E-01,2.98E-01,0.00E+00,-2.93E-01,5.91E-01,7.77E-06
2470,5.56E-01,4.09E-01,0.00E+00,-1.62E-01,6.38E-01,9.03E-06
2471,7.14E-01,6.22E-01,0.00E+00,-5.67E-02,8.10E-01,1.08E-05
2472,1.22E+00,8.73E-01,0.00E+00,-4.53E-01,1.35E+00,1.72E-05
2473,2.39E+00,9.51E-01,0.00E+00,-1.75E+00,2.70E+00,1.94E-05
2474,1.27E+00,-2.17E-01,0.00E+00,-1.34E+00,1.35E+00,1.33E-06
2475,6.83E-01,-3.79E-01,0.00E+00,-7.80E-01,7.80E-01,-2.50E-06
2476,3.33E-01,-4.27E-02,0.00E+00,-3.14E-01,3.69E-01,4.68E-07
2477,3.36E-01,3.21E-01,0.00E+00,5.04E-02,3.71E-01,3.96E-06
2478,6.89E-01,7.87E-01,0.00E+00,3.87E-01,7.87E-01,9.09E-06
2479,1.27E+00,1.35E+00,0.00E+00,2.26E-01,1.36E+00,1.97E-05
2480,2.40E+00,1.77E+00,0.00E+00,-9.37E-01,2.70E+00,3.18E-05
2481,1.75E+00,1.33E-01,0.00E+00,-1.65E+00,1.88E+00,6.87E-06
2482,1.02E+00,-3.66E-01,0.00E+00,-1.14E+00,1.14E+00,-6.15E-07
2483,5.76E-01,-1.90E-01,0.00E+00,-6.12E-01,6.24E-01,5.95E-07
2484,3.82E-01,2.01E-01,0.00E+00,-2.00E-01,4.07E-01,4.33E-06
2485,5.76E-01,6.11E-01,0.00E+00,1.92E-01,6.24E-01,7.65E-06
2486,1.01E+00,1.13E+00,0.00E+00,3.69E-01,1.13E+00,1.43E-05
2487,1.75E+00,1.65E+00,0.00E+00,-1.22E-01,1.88E+00,2.56E-05
2488,1.31E+00,4.67E-01,0.00E+00,-8.75E-01,1.44E+00,9.32E-06
2489,8.13E-01,3.97E-02,0.00E+00,-7.06E-01,8.89E-01,3.05E-06
2490,6.28E-01,2.01E-02,0.00E+00,-5.90E-01,6.89E-01,3.81E-06
2491,5.54E-01,1.99E-01,0.00E+00,-4.16E-01,6.15E-01,5.88E-06
2492,5.53E-01,4.09E-01,0.00E+00,-2.05E-01,6.15E-01,7.71E-06
2493,6.23E-01,5.79E-01,0.00E+00,-2.83E-02,6.86E-01,9.28E-06
2494,8.02E-01,6.87E-01,0.00E+00,-4.77E-02,8.78E-01,1.09E-05
2495,1.29E+00,8.41E-01,0.00E+00,-4.75E-01,1.40E+00,1.53E-05
2496,1.00E+00,9.86E-01,0.00E+00,2.77E-01,1.11E+00,1.30E-05
2497,5.82E-01,5.12E-01,0.00E+00,1.15E-01,6.37E-01,7.51E-06
2498,4.91E-01,3.56E-01,0.00E+00,-1.73E-01,5.40E-01,6.78E-06
2499,4.47E-01,2.51E-01,0.00E+00,-2.62E-01,5.12E-01,5.96E-06
2500,4.93E-01,1.60E-01,0.00E+00,-3.68E-01,5.44E-01,5.57E-06
2501,5.91E-01,-1.33E-01,0.00E+00,-5.29E-01,6.49E-01,2.31E-06
2502,1.02E+00,-2.97E-01,0.00E+00,-1.01E+00,1.13E+00,1.40E-06
2503,2.54E+00,2.74E+00,0.00E+00,5.49E-01,2.74E+00,3.76E-05
2504,1.27E+00,1.45E+00,0.00E+00,8.44E-01,1.45E+00,1.54E-05
2505,6.75E-01,7.37E-01,0.00E+00,4.22E-01,7.37E-01,8.53E-06
2506,3.47E-01,3.17E-01,0.00E+00,-9.25E-03,3.92E-01,5.12E-06
2507,3.52E-01,8.99E-04,0.00E+00,-3.28E-01,3.98E-01,3.02E-06
2508,6.86E-01,-4.36E-01,0.00E+00,-7.50E-01,7.50E-01,-5.86E-07
2509,1.30E+00,-8.64E-01,0.00E+00,-1.47E+00,1.47E+00,-5.11E-06
2510,2.56E+00,-5.75E-01,0.00E+00,-2.78E+00,2.78E+00,5.87E-06
2511,2.52E+00,2.81E+00,0.00E+00,1.02E+00,2.81E+00,3.43E-05
2512,1.28E+00,1.43E+00,0.00E+00,1.00E+00,1.43E+00,1.27E-05
2513,5.71E-01,6.36E-01,0.00E+00,4.07E-01,6.36E-01,6.45E-06
2514,2.51E-01,9.92E-02,0.00E+00,-1.02E-01,2.87E-01,2.21E-06
2515,5.79E-01,-4.09E-01,0.00E+00,-6.44E-01,6.44E-01,-9.26E-07
2516,1.30E+00,-1.00E+00,0.00E+00,-1.46E+00,1.46E+00,-6.79E-06
2517,2.54E+00,-1.06E+00,0.00E+00,-2.85E+00,2.85E+00,-5.49E-07
2518,1.18E+00,1.30E+00,0.00E+00,4.00E-01,1.34E+00,1.39E-05
2519,8.62E-01,-4.65E-01,0.00E+00,-9.22E-01,9.66E-01,-5.38E-06
2520,1.85E+00,-1.36E+00,0.00E+00,-2.04E+00,2.04E+00,-1.32E-05
2521,2.10E+00,-1.51E+00,0.00E+00,-2.33E+00,2.33E+00,-1.36E-05
2522,1.49E+00,-2.61E-02,0.00E+00,-1.04E+00,1.65E+00,6.01E-06
2523,6.48E-01,8.73E-02,0.00E+00,-4.52E-01,7.23E-01,2.43E-06
2524,1.30E+00,-6.66E-01,0.00E+00,-1.45E+00,1.45E+00,-1.98E-06
2525,2.03E+00,-1.05E+00,0.00E+00,-2.27E+00,2.27E+00,-3.73E-06
2526,2.42E+00,-1.31E+00,0.00E+00,-2.74E+00,2.74E+00,-4.84E-06
2527,5.84E-01,4.02E-01,0.00E+00,-5.63E-02,6.61E-01,4.38E-06
2528,8.29E-01,-5.20E-01,0.00E+00,-9.29E-01,9.29E-01,-3.66E-06
2529,1.19E+00,-9.01E-01,0.00E+00,-1.34E+00,1.34E+00,-7.45E-06
2530,9.93E-01,-5.90E-01,0.00E+00,-9.96E-01,1.12E+00,-2.11E-06
2531,6.21E-01,2.76E-01,0.00E+00,-2.41E-01,6.79E-01,8.91E-06
2532,5.13E-01,-1.14E-01,0.00E+00,-4.85E-01,5.81E-01,4.54E-06
2533,8.46E-01,-5.96E-01,0.00E+00,-9.48E-01,9.48E-01,-1.48E-06
2534,1.08E+00,-8.50E-01,0.00E+00,-1.21E+00,1.21E+00,-5.37E-06
2535,5.71E-01,5.58E-01,0.00E+00,9.42E-02,6.44E-01,7.64E-06
2536,4.96E-01,1.93E-01,0.00E+00,-3.31E-01,5.48E-01,6.36E-06
2537,6.35E-01,-2.75E-02,0.00E+00,-5.82E-01,7.17E-01,3.81E-06
2538,4.84E-01,-1.90E-01,0.00E+00,-4.79E-01,5.44E-01,-7.00E-07
2539,4.85E-01,2.78E-01,0.00E+00,-1.62E-01,5.34E-01,5.84E-06
2540,4.72E-01,3.07E-01,0.00E+00,-2.21E-01,5.28E-01,7.75E-06
2541,3.98E-01,4.90E-02,0.00E+00,-3.39E-01,4.38E-01,4.83E-06
2542,3.96E-01,-1.30E-01,0.00E+00,-3.85E-01,4.40E-01,2.14E-06
2543,3.91E-01,-2.27E-01,0.00E+00,-3.86E-01,4.27E-01,5.67E-07
2544,4.51E-01,1.15E-01,0.00E+00,-3.30E-01,4.94E-01,5.48E-06
