POINT,ミーゼス応力,最大主応力(σ1),中間主応力(σ2),最小主応力(σ3),トレスカ応力,最大主歪み
2545,5.92E-01,4.93E-01,0.00E+00,-8.75E-02,6.73E-01,9.11E-06
2546,5.85E-01,5.69E-01,0.00E+00,1.38E-01,6.64E-01,7.37E-06
2547,4.81E-01,3.16E-01,0.00E+00,1.76E-02,5.31E-01,5.08E-06
2548,5.23E-01,1.59E-01,0.00E+00,-3.92E-01,5.79E-01,6.37E-06
2549,4.24E-01,3.03E-01,0.00E+00,-1.60E-01,4.63E-01,6.64E-06
2550,3.88E-01,3.72E-01,0.00E+00,6.78E-02,4.25E-01,5.53E-06
2551,4.01E-01,3.93E-01,0.00E+00,1.96E-01,4.45E-01,4.35E-06
2552,9.78E-01,-3.60E-01,0.00E+00,-1.10E+00,1.10E+00,1.40E-06
2553,5.91E-01,4.96E-01,0.00E+00,1.13E-01,6.55E-01,8.06E-06
2554,1.05E+00,1.19E+00,0.00E+00,7.37E-01,1.19E+00,1.43E-05
2555,1.15E+00,1.29E+00,0.00E+00,8.83E-01,1.29E+00,1.32E-05
2556,8.10E-01,5.51E-01,0.00E+00,1.27E-01,9.00E-01,5.75E-06
2557,4.62E-01,2.25E-01,0.00E+00,-2.03E-01,5.12E-01,6.25E-06
2558,6.75E-01,7.43E-01,0.00E+00,3.86E-01,7.52E-01,9.24E-06
2559,9.59E-01,1.08E+00,0.00E+00,7.21E-01,1.08E+00,1.02E-05
2560,1.17E+00,1.31E+00,0.00E+00,9.18E-01,1.31E+00,1.02E-05
2561,8.13E-01,4.89E-02,0.00E+00,-5.55E-01,9.10E-01,4.89E-06
2562,1.43E+00,1.64E+00,0.00E+00,7.57E-01,1.64E+00,2.14E-05
2563,2.01E+00,2.30E+00,0.00E+00,1.26E+00,2.30E+00,2.79E-05
2564,1.67E+00,1.91E+00,0.00E+00,1.06E+00,1.91E+00,2.45E-05
2565,7.09E-01,5.00E-01,0.00E+00,1.36E-02,7.97E-01,2.68E-06
2566,7.31E-01,7.15E-01,0.00E+00,2.40E-01,8.26E-01,9.91E-06
2567,1.86E+00,2.06E+00,0.00E+00,7.76E-01,2.06E+00,2.45E-05
2568,2.32E+00,2.60E+00,0.00E+00,1.14E+00,2.60E+00,2.97E-05
2569,1.87E+00,2.10E+00,0.00E+00,1.43E+00,2.10E+00,2.13E-05
2570,3.69E+00,-2.03E-01,0.00E+00,-3.78E+00,3.82E+00,1.31E-05
2571,6.33E-01,7.01E-01,0.00E+00,4.93E-01,7.01E-01,7.37E-06
2572,5.87E-01,6.51E-01,0.00E+00,4.45E-01,6.51E-01,6.77E-06
2573,4.58E-01,5.14E-01,0.00E+00,2.95E-01,5.14E-01,5.34E-06
2574,2.72E-01,2.68E-01,0.00E+00,5.31E-02,3.07E-01,2.28E-06
2575,1.68E-01,1.91E-03,0.00E+00,-1.29E-01,1.89E-01,4.58E-07
2576,1.23E-01,1.08E-02,0.00E+00,-8.30E-02,1.36E-01,1.38E-06
2577,1.32E-01,7.67E-02,0.00E+00,-3.47E-02,1.37E-01,2.15E-06
2578,1.44E-01,1.17E-01,0.00E+00,-1.00E-02,1.54E-01,2.50E-06
2579,2.40E-01,2.72E-01,0.00E+00,1.66E-01,2.72E-01,1.92E-06
2580,1.98E-01,2.22E-01,0.00E+00,1.10E-01,2.25E-01,1.73E-06
2581,1.36E-01,1.20E-01,0.00E+00,4.01E-03,1.53E-01,1.16E-06
2582,9.85E-02,1.68E-02,0.00E+00,-7.51E-02,1.08E-01,7.21E-07
2583,8.78E-02,8.01E-02,0.00E+00,9.62E-03,9.85E-02,1.59E-06
2584,1.13E-01,1.22E-01,0.00E+00,7.30E-02,1.23E-01,1.51E-06
2585,1.35E-01,1.47E-01,0.00E+00,9.01E-02,1.47E-01,1.64E-06
2586,8.61E-02,8.07E-02,0.00E+00,9.58E-03,9.80E-02,1.00E-06
2587,8.50E-02,7.24E-02,0.00E+00,-7.08E-03,9.49E-02,1.10E-06
2588,9.22E-02,5.46E-02,0.00E+00,-4.75E-02,1.03E-01,1.20E-06
2589,1.13E-01,2.75E-02,0.00E+00,-9.35E-02,1.25E-01,1.01E-06
2590,9.39E-02,5.85E-02,0.00E+00,-3.77E-02,1.01E-01,1.37E-06
2591,8.22E-02,8.63E-02,0.00E+00,2.56E-02,9.05E-02,1.19E-06
2592,8.94E-02,9.62E-02,0.00E+00,4.05E-02,9.94E-02,1.02E-06
2593,9.90E-02,1.06E-01,0.00E+00,3.63E-02,1.10E-01,1.22E-06
2594,6.48E-02,1.27E-02,0.00E+00,-5.21E-02,7.20E-02,5.82E-07
2595,8.38E-02,2.55E-02,0.00E+00,-6.62E-02,9.33E-02,9.83E-07
2596,1.13E-01,4.24E-02,0.00E+00,-8.57E-02,1.28E-01,1.39E-06
2597,1.06E-01,5.12E-02,0.00E+00,-7.05E-02,1.22E-01,1.32E-06
2598,6.16E-02,2.16E-02,0.00E+00,-4.16E-02,6.85E-02,6.98E-07
2599,5.03E-02,1.14E-02,0.00E+00,-3.18E-02,5.48E-02,3.11E-07
2600,6.12E-02,1.86E-02,0.00E+00,-4.03E-02,6.73E-02,4.29E-07
2601,1.03E-01,-7.73E-02,0.00E+00,-1.12E-01,1.14E-01,-2.44E-07
2602,1.04E-01,-5.35E-02,0.00E+00,-1.14E-01,1.17E-01,3.21E-07
2603,1.04E-01,-7.71E-03,0.00E+00,-1.03E-01,1.16E-01,1.01E-06
2604,1.11E-01,4.29E-02,0.00E+00,-8.15E-02,1.24E-01,1.55E-06
2605,9.44E-02,6.67E-03,0.00E+00,-8.45E-02,1.07E-01,1.03E-06
2606,8.38E-02,-5.75E-02,0.00E+00,-9.10E-02,9.20E-02,-3.44E-08
2607,9.48E-02,-7.22E-02,0.00E+00,-1.03E-01,1.04E-01,-4.22E-07
2608,1.06E-01,-6.27E-02,0.00E+00,-1.19E-01,1.21E-01,-1.34E-07
2609,2.83E-01,-2.17E-01,0.00E+00,-3.15E-01,3.15E-01,-1.33E-06
2610,2.40E-01,-1.55E-01,0.00E+00,-2.71E-01,2.71E-01,-6.11E-07
2611,1.64E-01,-4.96E-02,0.00E+00,-1.76E-01,1.83E-01,5.63E-07
2612,1.01E-01,2.31E-02,0.00E+00,-8.27E-02,1.10E-01,1.50E-06
2613,1.06E-01,-5.12E-02,0.00E+00,-1.16E-01,1.16E-01,-8.25E-08
2614,1.48E-01,-1.08E-01,0.00E+00,-1.63E-01,1.63E-01,-7.62E-07
2615,1.71E-01,-1.22E-01,0.00E+00,-1.92E-01,1.92E-01,-8.32E-07
2616,5.74E-01,-4.89E-01,0.00E+00,-6.27E-01,6.27E-01,-3.97E-06
2617,5.32E-01,-4.32E-01,0.00E+00,-5.89E-01,5.89E-01,-3.49E-06
2618,4.05E-01,-2.89E-01,0.00E+00,-4.55E-01,4.55E-01,-2.03E-06
2619,2.15E-01,-4.50E-02,0.00E+00,-1.91E-01,2.43E-01,8.03E-07
2620,1.14E-01,7.82E-02,0.00E+00,-3.18E-02,1.24E-01,8.78E-07
2621,1.57E-01,6.03E-03,0.00E+00,-1.35E-01,1.76E-01,3.99E-07
2622,2.12E-01,-3.34E-02,0.00E+00,-2.09E-01,2.40E-01,2.96E-07
2623,2.36E-01,-6.04E-02,0.00E+00,-2.46E-01,2.69E-01,2.61E-07
2624,6.34E-01,7.01E-01,0.00E+00,4.95E-01,7.01E-01,7.35E-06
2625,5.89E-01,6.53E-01,0.00E+00,4.50E-01,6.53E-01,6.74E-06
2626,4.59E-01,5.14E-01,0.00E+00,2.96E-01,5.14E-01,5.33E-06
2627,2.77E-01,2.77E-01,0.00E+00,4.97E-02,3.09E-01,2.93E-06
2628,2.39E-01,4.38E-02,0.00E+00,-1.83E-01,2.63E-01,6.35E-07
2629,2.99E-01,-9.60E-02,0.00E+00,-3.20E-01,3.23E-01,-7.48E-07
2630,3.27E-01,-1.56E-01,0.00E+00,-3.65E-01,3.65E-01,-1.32E-06
2631,3.15E-01,-1.71E-01,0.00E+00,-3.56E-01,3.56E-01,-1.48E-06
2632,2.41E-01,2.73E-01,0.00E+00,1.67E-01,2.73E-01,1.93E-06
2633,2.00E-01,2.23E-01,0.00E+00,1.10E-01,2.26E-01,1.75E-06
2634,1.37E-01,1.21E-01,0.00E+00,3.03E-03,1.55E-01,1.18E-06
2635,1.29E-01,-1.61E-02,0.00E+00,-1.23E-01,1.39E-01,1.66E-07
2636,1.86E-01,-1.19E-01,0.00E+00,-2.11E-01,2.11E-01,-7.67E-07
2637,2.16E-01,-1.63E-01,0.00E+00,-2.43E-01,2.43E-01,-1.23E-06
2638,2.14E-01,-1.72E-01,0.00E+00,-2.38E-01,2.38E-01,-1.39E-06
2639,8.69E-02,8.15E-02,0.00E+00,9.09E-03,9.89E-02,1.02E-06
2640,8.81E-02,7.49E-02,0.00E+00,-8.84E-03,9.80E-02,1.14E-06
2641,9.66E-02,5.75E-02,0.00E+00,-4.99E-02,1.07E-01,1.26E-06
2642,1.23E-01,2.54E-02,0.00E+00,-1.06E-01,1.35E-01,1.15E-06
2643,1.43E-01,-1.72E-02,0.00E+00,-1.47E-01,1.56E-01,7.77E-07
2644,1.41E-01,-4.93E-02,0.00E+00,-1.54E-01,1.58E-01,3.29E-07
2645,1.26E-01,-6.47E-02,0.00E+00,-1.41E-01,1.43E-01,-3.62E-08
2646,1.06E-01,-6.74E-02,0.00E+00,-1.20E-01,1.21E-01,-2.89E-07
2647,6.72E-02,1.44E-02,0.00E+00,-5.37E-02,7.48E-02,6.21E-07
2648,8.80E-02,2.82E-02,0.00E+00,-6.87E-02,9.80E-02,1.04E-06
2649,1.18E-01,4.53E-02,0.00E+00,-8.85E-02,1.34E-01,1.45E-06
2650,1.35E-01,5.34E-02,0.00E+00,-9.90E-02,1.52E-01,1.59E-06
2651,1.20E-01,4.42E-02,0.00E+00,-8.85E-02,1.33E-01,1.28E-06
2652,9.26E-02,2.84E-02,0.00E+00,-7.00E-02,1.03E-01,8.59E-07
2653,6.79E-02,1.45E-02,0.00E+00,-5.36E-02,7.45E-02,4.84E-07
2654,1.03E-01,-7.63E-02,0.00E+00,-1.13E-01,1.15E-01,-2.03E-07
2655,1.06E-01,-5.13E-02,0.00E+00,-1.17E-01,1.20E-01,3.64E-07
2656,1.09E-01,-5.74E-03,0.00E+00,-1.07E-01,1.21E-01,1.05E-06
2657,1.16E-01,5.08E-02,0.00E+00,-8.01E-02,1.31E-01,1.65E-06
2658,1.21E-01,9.29E-02,0.00E+00,-3.94E-02,1.32E-01,1.82E-06
2659,1.13E-01,1.05E-01,0.00E+00,-5.89E-03,1.25E-01,1.61E-06
2660,9.82E-02,9.73E-02,0.00E+00,1.09E-02,1.10E-01,1.27E-06
2661,8.11E-02,8.26E-02,0.00E+00,1.48E-02,9.12E-02,9.81E-07
2662,2.84E-01,-2.15E-01,0.00E+00,-3.16E-01,3.16E-01,-1.29E-06
2663,2.41E-01,-1.54E-01,0.00E+00,-2.72E-01,2.72E-01,-6.06E-07
2664,1.67E-01,-5.05E-02,0.00E+00,-1.79E-01,1.86E-01,5.63E-07
2665,1.16E-01,7.11E-02,0.00E+00,-4.82E-02,1.26E-01,1.73E-06
2666,1.43E-01,1.58E-01,0.00E+00,5.48E-02,1.58E-01,2.26E-06
2667,1.70E-01,1.92E-01,0.00E+00,1.03E-01,1.92E-01,2.32E-06
2668,1.70E-01,1.91E-01,0.00E+00,1.14E-01,1.91E-01,2.14E-06
2669,5.72E-01,-4.86E-01,0.00E+00,-6.26E-01,6.26E-01,-3.95E-06
2670,5.28E-01,-4.28E-01,0.00E+00,-5.86E-01,5.86E-01,-3.48E-06
2671,4.02E-01,-2.89E-01,0.00E+00,-4.52E-01,4.52E-01,-2.08E-06
2672,2.19E-01,-7.21E-02,0.00E+00,-2.29E-01,2.47E-01,2.05E-07
2673,1.79E-01,1.50E-01,0.00E+00,-2.00E-02,2.00E-01,2.56E-06
2674,2.50E-01,2.81E-01,0.00E+00,1.09E-01,2.81E-01,3.73E-06
2675,2.85E-01,3.25E-01,0.00E+00,1.64E-01,3.25E-01,4.02E-06
2676,2.80E-01,3.20E-01,0.00E+00,1.82E-01,3.20E-01,3.75E-06
2677,3.63E-01,-1.33E-01,0.00E+00,-3.97E-01,4.11E-01,2.05E-08
2678,3.43E-01,-1.22E-01,0.00E+00,-3.74E-01,3.85E-01,-2.83E-08
2679,2.95E-01,-1.05E-01,0.00E+00,-3.23E-01,3.30E-01,-9.71E-10
2680,2.05E-01,-2.21E-02,0.00E+00,-1.77E-01,2.27E-01,6.33E-07
2681,9.18E-02,4.91E-02,0.00E+00,-2.53E-02,1.05E-01,6.91E-07
2682,1.35E-01,-4.48E-02,0.00E+00,-1.41E-01,1.48E-01,-3.11E-07
2683,2.19E-01,-1.15E-01,0.00E+00,-2.46E-01,2.46E-01,-9.86E-07
2684,2.78E-01,-1.58E-01,0.00E+00,-3.14E-01,3.14E-01,-1.42E-06
2685,1.92E-01,-1.41E-01,0.00E+00,-2.16E-01,2.16E-01,-9.08E-07
2686,1.77E-01,-1.22E-01,0.00E+00,-2.02E-01,2.02E-01,-5.72E-07
2687,1.46E-01,-8.00E-02,0.00E+00,-1.66E-01,1.66E-01,1.34E-08
2688,7.95E-02,-2.08E-02,0.00E+00,-8.31E-02,8.98E-02,7.66E-07
2689,6.50E-02,-3.47E-02,0.00E+00,-6.85E-02,7.00E-02,-8.50E-08
2690,1.18E-01,-9.90E-02,0.00E+00,-1.28E-01,1.28E-01,-8.36E-07
2691,1.64E-01,-1.41E-01,0.00E+00,-1.79E-01,1.79E-01,-1.27E-06
2692,8.03E-02,-6.64E-02,0.00E+00,-8.71E-02,8.73E-02,-2.14E-07
2693,8.17E-02,-5.54E-02,0.00E+00,-9.10E-02,9.20E-02,2.35E-08
2694,8.31E-02,-3.34E-02,0.00E+00,-9.16E-02,9.40E-02,3.80E-07
2695,7.91E-02,3.62E-03,0.00E+00,-7.40E-02,8.78E-02,7.78E-07
2696,6.89E-02,1.51E-02,0.00E+00,-5.88E-02,7.46E-02,8.53E-07
2697,6.72E-02,-2.11E-02,0.00E+00,-7.02E-02,7.45E-02,3.59E-07
2698,7.43E-02,-5.45E-02,0.00E+00,-8.09E-02,8.11E-02,-1.48E-07
2699,8.98E-02,-6.46E-02,0.00E+00,-1.01E-01,1.01E-01,-3.99E-07
2700,4.44E-02,5.64E-03,0.00E+00,-3.46E-02,4.76E-02,2.86E-07
2701,5.26E-02,1.18E-02,0.00E+00,-4.08E-02,5.80E-02,4.76E-07
2702,6.70E-02,2.24E-02,0.00E+00,-5.07E-02,7.48E-02,7.40E-07
2703,8.19E-02,2.95E-02,0.00E+00,-6.30E-02,9.24E-02,9.82E-07
2704,7.32E-02,2.52E-02,0.00E+00,-5.68E-02,8.20E-02,8.94E-07
2705,5.01E-02,9.30E-03,0.00E+00,-4.19E-02,5.51E-02,5.54E-07
2706,4.20E-02,-2.02E-04,0.00E+00,-3.46E-02,4.37E-02,2.68E-07
2707,7.52E-02,7.69E-02,0.00E+00,2.39E-02,8.40E-02,8.96E-07
2708,7.64E-02,7.64E-02,0.00E+00,1.59E-02,8.57E-02,9.56E-07
2709,7.91E-02,7.32E-02,0.00E+00,-1.79E-03,8.72E-02,1.09E-06
2710,8.55E-02,5.85E-02,0.00E+00,-3.56E-02,9.41E-02,1.08E-06
2711,7.87E-02,3.39E-02,0.00E+00,-5.56E-02,8.95E-02,9.90E-07
2712,6.00E-02,3.97E-02,0.00E+00,-2.62E-02,6.59E-02,8.75E-07
2713,5.69E-02,5.29E-02,0.00E+00,1.13E-03,6.28E-02,7.84E-07
2714,6.73E-02,6.82E-02,0.00E+00,1.17E-02,7.53E-02,7.85E-07
2715,1.52E-01,1.70E-01,0.00E+00,1.02E-01,1.70E-01,1.58E-06
2716,1.38E-01,1.54E-01,0.00E+00,8.42E-02,1.54E-01,1.63E-06
2717,1.12E-01,1.22E-01,0.00E+00,4.32E-02,1.24E-01,1.57E-06
2718,8.48E-02,2.81E-02,0.00E+00,-4.22E-02,9.42E-02,6.98E-07
2719,6.03E-02,3.68E-02,0.00E+00,-2.21E-02,6.61E-02,7.79E-07
2720,8.83E-02,9.75E-02,0.00E+00,4.33E-02,9.86E-02,1.21E-06
2721,1.28E-01,1.44E-01,0.00E+00,8.61E-02,1.44E-01,1.57E-06
2722,2.62E-01,2.70E-01,0.00E+00,6.11E-02,2.97E-01,4.11E-06
2723,2.45E-01,2.49E-01,0.00E+00,5.26E-02,2.76E-01,3.76E-06
2724,1.97E-01,2.00E-01,0.00E+00,3.77E-02,2.23E-01,3.04E-06
2725,1.19E-01,9.37E-02,0.00E+00,-7.49E-03,1.34E-01,1.38E-06
2726,5.82E-02,6.60E-03,0.00E+00,-3.92E-02,6.28E-02,-5.00E-08
2727,1.07E-01,1.19E-01,0.00E+00,4.57E-02,1.21E-01,1.54E-06
2728,1.96E-01,2.23E-01,0.00E+00,1.23E-01,2.23E-01,2.72E-06
2729,2.52E-01,2.88E-01,0.00E+00,1.71E-01,2.88E-01,3.32E-06
2730,3.63E-01,-1.33E-01,0.00E+00,-3.97E-01,4.11E-01,3.76E-08
2731,3.43E-01,-1.21E-01,0.00E+00,-3.74E-01,3.85E-01,-6.31E-09
2732,2.94E-01,-1.05E-01,0.00E+00,-3.23E-01,3.29E-01,-3.57E-09
2733,2.04E-01,-7.30E-02,0.00E+00,-2.26E-01,2.27E-01,1.17E-07
2734,9.88E-02,-2.64E-02,0.00E+00,-1.04E-01,1.11E-01,2.47E-07
2735,8.17E-02,4.30E-02,0.00E+00,-3.69E-02,8.89E-02,1.10E-06
2736,1.19E-01,9.60E-02,0.00E+00,-1.82E-02,1.29E-01,1.99E-06
2737,1.41E-01,1.20E-01,0.00E+00,-5.85E-03,1.51E-01,2.44E-06
2738,1.92E-01,-1.41E-01,0.00E+00,-2.16E-01,2.16E-01,-9.05E-07
2739,1.77E-01,-1.22E-01,0.00E+00,-2.01E-01,2.01E-01,-5.84E-07
2740,1.45E-01,-8.03E-02,0.00E+00,-1.65E-01,1.65E-01,4.47E-10
2741,9.55E-02,-1.56E-02,0.00E+00,-9.61E-02,1.08E-01,6.98E-07
2742,8.19E-02,6.11E-02,0.00E+00,-2.38E-02,9.02E-02,1.35E-06
2743,1.09E-01,1.16E-01,0.00E+00,2.85E-02,1.18E-01,1.73E-06
2744,1.30E-01,1.45E-01,0.00E+00,6.37E-02,1.45E-01,1.85E-06
2745,8.01E-02,-6.66E-02,0.00E+00,-8.68E-02,8.70E-02,-2.20E-07
2746,8.11E-02,-5.59E-02,0.00E+00,-9.02E-02,9.11E-02,1.03E-08
2747,8.22E-02,-3.38E-02,0.00E+00,-9.06E-02,9.30E-02,3.68E-07
2748,8.36E-02,2.80E-03,0.00E+00,-7.95E-02,9.25E-02,8.30E-07
2749,8.90E-02,4.70E-02,0.00E+00,-5.37E-02,1.01E-01,1.25E-06
2750,9.72E-02,8.11E-02,0.00E+00,-2.31E-02,1.06E-01,1.47E-06
2751,1.01E-01,9.84E-02,0.00E+00,3.10E-03,1.12E-01,1.47E-06
2752,9.87E-02,1.04E-01,0.00E+00,2.54E-02,1.10E-01,1.35E-06
2753,4.41E-02,5.46E-03,0.00E+00,-3.43E-02,4.72E-02,2.80E-07
2754,5.20E-02,1.15E-02,0.00E+00,-4.03E-02,5.74E-02,4.69E-07
2755,6.62E-02,2.21E-02,0.00E+00,-5.01E-02,7.40E-02,7.32E-07
2756,8.36E-02,3.40E-02,0.00E+00,-6.09E-02,9.49E-02,1.01E-06
2757,9.25E-02,3.91E-02,0.00E+00,-6.58E-02,1.05E-01,1.11E-06
2758,9.07E-02,3.73E-02,0.00E+00,-6.32E-02,1.01E-01,1.04E-06
2759,8.22E-02,3.17E-02,0.00E+00,-5.61E-02,9.14E-02,8.67E-07
2760,7.51E-02,7.68E-02,0.00E+00,2.38E-02,8.39E-02,8.94E-07
2761,7.61E-02,7.61E-02,0.00E+00,1.58E-02,8.54E-02,9.53E-07
2762,7.87E-02,7.27E-02,0.00E+00,-1.85E-03,8.67E-02,1.08E-06
2763,8.47E-02,5.99E-02,0.00E+00,-3.36E-02,9.36E-02,1.18E-06
2764,9.69E-02,3.27E-02,0.00E+00,-7.51E-02,1.08E-01,1.12E-06
2765,1.09E-01,6.58E-05,0.00E+00,-1.07E-01,1.17E-01,8.64E-07
2766,1.13E-01,-2.71E-02,0.00E+00,-1.21E-01,1.25E-01,5.48E-07
2767,1.08E-01,-5.02E-02,0.00E+00,-1.21E-01,1.24E-01,1.98E-07
2768,1.51E-01,1.69E-01,0.00E+00,1.02E-01,1.69E-01,1.56E-06
2769,1.37E-01,1.53E-01,0.00E+00,8.40E-02,1.53E-01,1.61E-06
2770,1.11E-01,1.21E-01,0.00E+00,4.31E-02,1.23E-01,1.56E-06
2771,8.11E-02,5.82E-02,0.00E+00,-2.38E-02,9.05E-02,1.20E-06
2772,1.07E-01,-9.41E-03,0.00E+00,-1.08E-01,1.18E-01,6.45E-07
2773,1.47E-01,-6.06E-02,0.00E+00,-1.65E-01,1.65E-01,1.07E-07
2774,1.69E-01,-9.50E-02,0.00E+00,-1.93E-01,1.93E-01,-3.15E-07
2775,2.61E-01,2.68E-01,0.00E+00,6.08E-02,2.95E-01,4.10E-06
2776,2.42E-01,2.47E-01,0.00E+00,5.25E-02,2.74E-01,3.73E-06
2777,1.96E-01,1.99E-01,0.00E+00,3.77E-02,2.22E-01,3.03E-06
2778,1.12E-01,1.10E-01,0.00E+00,6.49E-03,1.26E-01,1.72E-06
2779,7.18E-02,8.52E-03,0.00E+00,-6.00E-02,7.79E-02,4.14E-07
2780,1.47E-01,-3.64E-02,0.00E+00,-1.60E-01,1.63E-01,1.66E-07
2781,2.06E-01,-5.25E-02,0.00E+00,-2.20E-01,2.32E-01,1.77E-07
2782,2.33E-01,-6.62E-02,0.00E+00,-2.47E-01,2.65E-01,2.15E-07
2783,6.51E-01,4.06E-01,0.00E+00,-2.04E-01,7.36E-01,8.60E-06
2784,7.48E-01,4.72E-01,0.00E+00,-3.66E-01,8.38E-01,8.08E-06
2785,6.05E-01,3.51E-02,0.00E+00,-4.75E-01,6.62E-01,6.30E-06
2786,4.43E-01,1.55E-01,0.00E+00,-3.19E-01,4.88E-01,4.24E-06
2787,4.29E-01,3.13E-01,0.00E+00,-1.45E-01,4.86E-01,6.60E-06
2788,6.06E-01,1.96E-01,0.00E+00,-4.51E-01,6.63E-01,4.51E-06
2789,3.76E-01,9.12E-02,0.00E+00,-3.18E-01,4.09E-01,2.50E-06
2790,3.87E-01,3.41E-01,0.00E+00,-7.41E-02,4.15E-01,5.12E-06
2791,6.14E-01,5.85E-01,0.00E+00,2.85E-02,6.82E-01,8.66E-06
2792,7.04E-01,-1.15E-01,0.00E+00,-7.08E-01,7.76E-01,3.82E-06
